Step,Time (sec) 
All steps 0-10,1056.8535680770874
Step 0: Parse Targets,0.4853944778442383
Step 1: Collecting the genomic contexts,136.6174066066742
Step 1a: Mapping,16.81133770942688
Step 1b: Assemblies,78.17414164543152
Step 1c: Sequences,41.63191032409668
Step 2: Finding protein families,324.8854720592499
Step 3: Annotating functions and structures,243.80787658691406
Step 4-5: Finding operon/genomic_context,241.39415550231934
Step 6: Mapping taxonomy,24.819460153579712
Step 7: Finding ALL proteins with transmembrane segments,0.3316001892089844
Step 8-9: Producing figures,83.23994445800781
Step 10: Write output,0.9068272113800049
