Step,Time (sec) 
All steps 0-10,168.58807921409607
Step 0: Parse Targets,0.009167909622192383
Step 1: Collecting the genomic contexts,10.017903566360474
Step 1a: Mapping,8.018408060073853
Step 1b: Assemblies,1.497046709060669
Step 1c: Sequences,0.5024213790893555
Step 2: Finding protein families,96.83278965950012
Step 3: Annotating functions and structures,3.969867706298828
Step 4-5: Finding operon/genomic_context,1.8817486763000488
Step 6: Mapping taxonomy,28.370046854019165
Step 7: Finding ALL proteins with transmembrane segments,0.002350330352783203
Step 8-9: Producing figures,27.366564512252808
Step 10: Write output,0.13335347175598145
