Step,Time (sec) 
All steps 0-10,719.1725232601166
Step 0: Parse Targets,0.48660993576049805
Step 1: Collecting the genomic contexts,148.59591555595398
Step 1a: Mapping,2.897714853286743
Step 1b: Assemblies,140.67304062843323
Step 1c: Sequences,5.025139808654785
Step 2: Finding protein families,208.7687156200409
Step 3: Annotating functions and structures,10.684159517288208
Step 4-5: Finding operon/genomic_context,246.3937647342682
Step 6: Mapping taxonomy,22.493364334106445
Step 7: Finding ALL proteins with transmembrane segments,0.0018246173858642578
Step 8-9: Producing figures,80.84460139274597
Step 10: Write output,0.8966991901397705
